quotation_id,quotation_date,print_category,quantity,standard_size,width,height,paper_type,gsm,colour_mode,sides,page_count,finishing_type,urgency,delivery_requirement,printing_cost,finishing_cost,delivery_cost,total_price,location,data_source,access_date,data_type
SYN-0790,,photocopy,500,A5,,,copy paper,80.0,black and white,single-sided,1.0,none,urgent (1-2 days),delivery,2397.58,0.0,350.0,2960.96,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0791,,document printout,1,Legal,,,copy paper,80.0,black and white,single-sided,200.0,none,urgent (1-2 days),self-collection,3103.79,0.0,0.0,3345.88,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0792,,photocopy,1000,A3,,,copy paper,80.0,black and white,double-sided,1.0,none,standard,self-collection,25156.17,0.0,0.0,25659.3,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0793,,lamination,2,A4,,,laminating film,,,double-sided,1.0,lamination,standard,self-collection,0.0,56.81,0.0,60.22,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0794,,photocopy,20,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,193.14,0.0,0.0,193.14,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0795,,photocopy,1000,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,rush (same/next day),delivery,6881.78,0.0,350.0,8690.72,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0796,,photocopy,5,A4,,,copy paper,80.0,full colour,single-sided,1.0,none,standard,delivery,104.53,0.0,350.0,460.81,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0797,,document printout,1,A4,,,copy paper,80.0,full colour,double-sided,100.0,none,standard,self-collection,3639.14,0.0,0.0,3784.7,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0798,,photocopy,1000,A4,,,copy paper,80.0,full colour,double-sided,1.0,none,standard,self-collection,42475.47,0.0,0.0,44174.49,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0799,,lamination,250,A4,,,laminating film,,,double-sided,1.0,lamination,standard,delivery,0.0,6175.02,350.0,6463.27,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0800,,document printout,5,A4,,,copy paper,80.0,black and white,single-sided,200.0,none,urgent (1-2 days),delivery,10654.55,0.0,350.0,11835.6,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0801,,document printout,10,A4,,,copy paper,80.0,black and white,double-sided,2.0,none,standard,self-collection,212.39,0.0,0.0,214.51,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0802,,photo printing,20,4R,,,gloss photo paper,260.0,full colour,single-sided,1.0,gloss finish,standard,self-collection,1508.61,0.0,0.0,1523.7,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0803,,photocopy,5,A3,,,copy paper,80.0,black and white,double-sided,1.0,none,standard,delivery,108.85,0.0,350.0,457.76,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0804,,document printout,10,A4,,,copy paper,80.0,full colour,single-sided,2.0,none,standard,delivery,656.84,0.0,350.0,1046.25,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0805,,lamination,1,A5,,,laminating film,,,double-sided,1.0,lamination,standard,self-collection,0.0,25.94,0.0,26.2,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0806,,lamination,50,A4,,,laminating film,,,double-sided,1.0,lamination,rush (same/next day),self-collection,0.0,1546.33,0.0,1837.04,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0807,,photo printing,20,8x12,,,matte photo paper,230.0,full colour,single-sided,1.0,matte finish,rush (same/next day),self-collection,8454.59,0.0,0.0,10348.42,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0808,,spiral binding,3,A3,,,copy paper,80.0,,,50.0,spiral binding,standard,self-collection,0.0,550.72,0.0,545.22,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0809,,document printout,10,A4,,,copy paper,80.0,black and white,double-sided,100.0,none,urgent (1-2 days),self-collection,7783.09,0.0,0.0,8647.01,Negombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0810,,photocopy,10,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,island-wide courier,121.69,0.0,650.0,776.56,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0811,,photocopy,250,Legal,,,copy paper,80.0,full colour,single-sided,1.0,none,standard,self-collection,13325.22,0.0,0.0,13858.23,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0812,,spiral binding,5,A4,,,copy paper,80.0,,,150.0,spiral binding,standard,delivery,0.0,614.57,350.0,1001.44,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0813,,lamination,25,A4,,,laminating film,,,double-sided,1.0,cold lamination,standard,self-collection,0.0,738.71,0.0,768.26,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0814,,document printout,50,A4,,,colour paper,80.0,full colour,double-sided,2.0,none,standard,self-collection,4126.94,0.0,0.0,4292.02,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0815,,photocopy,500,A3,,,copy paper,80.0,black and white,single-sided,1.0,none,urgent (1-2 days),self-collection,10004.69,0.0,0.0,11225.26,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0816,,photo printing,1,5R,,,gloss photo paper,260.0,full colour,single-sided,1.0,gloss finish,standard,island-wide courier,203.22,0.0,650.0,851.19,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0817,,photocopy,10,A4,,,copy paper,80.0,full colour,double-sided,1.0,none,standard,self-collection,637.57,0.0,0.0,675.82,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0818,,photocopy,50,A5,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,delivery,243.51,0.0,350.0,598.38,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0819,,photocopy,50,A4,,,copy paper,80.0,black and white,double-sided,1.0,none,standard,self-collection,878.99,0.0,0.0,887.78,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0820,,photocopy,20,A4,,,copy paper,80.0,full colour,double-sided,1.0,none,standard,delivery,854.98,0.0,350.0,1213.53,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0821,,document printout,10,A4,,,copy paper,80.0,black and white,double-sided,100.0,none,standard,self-collection,9725.58,0.0,0.0,9628.32,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0822,,photocopy,10,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,delivery,142.03,0.0,350.0,494.87,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0823,,document printout,2,A4,,,copy paper,80.0,full colour,single-sided,100.0,none,standard,self-collection,8834.81,0.0,0.0,9364.9,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0824,,photo printing,20,6R,,,gloss photo paper,260.0,full colour,single-sided,1.0,gloss finish,urgent (1-2 days),self-collection,3822.96,0.0,0.0,4121.15,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0825,,document printout,50,A3,,,copy paper,80.0,black and white,single-sided,10.0,none,standard,self-collection,10588.94,0.0,0.0,10694.82,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0826,,spiral binding,1,A4,,,copy paper,80.0,,,200.0,spiral binding,standard,delivery,0.0,144.84,350.0,500.63,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0827,,photocopy,1,A3,,,copy paper,80.0,black and white,single-sided,1.0,none,rush (same/next day),delivery,28.28,0.0,350.0,383.6,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0829,,lamination,25,A5,,,laminating film,,,double-sided,1.0,lamination,standard,self-collection,0.0,662.98,0.0,649.72,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0830,,photocopy,250,A4,,,copy paper,80.0,black and white,double-sided,1.0,none,rush (same/next day),self-collection,2753.2,0.0,0.0,3435.99,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0831,,photocopy,500,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,rush (same/next day),delivery,4736.75,0.0,350.0,6034.1,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0832,,photocopy,5,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,70.82,0.0,0.0,71.53,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0833,,lamination,25,A4,,,laminating film,,,single-sided,1.0,cold lamination,urgent (1-2 days),delivery,0.0,619.43,350.0,1045.0,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0834,,document printout,50,A4,,,copy paper,80.0,black and white,double-sided,2.0,none,standard,island-wide courier,1018.64,0.0,650.0,1709.39,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0835,,lamination,100,A4,,,laminating film,,,double-sided,1.0,lamination,urgent (1-2 days),self-collection,0.0,2938.25,0.0,3296.71,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0836,,document printout,5,A4,,,copy paper,80.0,black and white,single-sided,10.0,none,standard,self-collection,608.19,0.0,0.0,608.19,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0838,,document printout,5,A4,,,colour paper,80.0,full colour,single-sided,200.0,none,standard,delivery,22651.31,0.0,350.0,24360.39,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0842,,spiral binding,20,A4,,,copy paper,80.0,,,300.0,spiral binding,standard,self-collection,0.0,3485.23,0.0,3624.64,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0844,,document printout,20,A4,,,copy paper,80.0,full colour,double-sided,1.0,none,standard,self-collection,548.96,0.0,0.0,570.92,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0845,,lamination,25,A4,,,laminating film,,,double-sided,1.0,cold lamination,standard,self-collection,0.0,815.43,0.0,807.28,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0846,,document printout,2,A4,,,copy paper,80.0,full colour,double-sided,1.0,none,standard,self-collection,87.09,0.0,0.0,85.35,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0849,,document printout,5,A4,,,copy paper,80.0,full colour,double-sided,200.0,none,standard,self-collection,33235.19,0.0,0.0,34564.6,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0850,,lamination,50,A4,,,laminating film,,,double-sided,1.0,cold lamination,standard,self-collection,0.0,1626.54,0.0,1626.54,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0851,,document printout,2,Legal,,,copy paper,80.0,black and white,single-sided,100.0,none,rush (same/next day),self-collection,2630.73,0.0,0.0,3125.31,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0852,,document printout,10,A3,,,copy paper,80.0,full colour,single-sided,10.0,none,standard,self-collection,7670.35,0.0,0.0,8130.57,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0853,,document printout,2,A4,,,copy paper,80.0,black and white,single-sided,50.0,none,standard,self-collection,1275.59,0.0,0.0,1288.35,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0856,,lamination,1,A4,,,laminating film,,,single-sided,1.0,cold lamination,standard,self-collection,0.0,28.26,0.0,29.39,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0858,,lamination,1,4R,,,laminating film,,,double-sided,1.0,lamination,urgent (1-2 days),self-collection,0.0,21.03,0.0,23.37,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
